2.096569767705169784e+00,-4.927325872354579861e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569899937848369e+00,-4.927249309022058155e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569969251759424e+00,-4.927236504687688146e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096570034840290475e+00,-4.927199690901932216e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096570032806334360e+00,-4.926989013584386901e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569841945130186e+00,-4.926844165266789366e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569841945130186e+00,-4.926844165266789366e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569848951512327e+00,-4.926877575306173873e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569907576848912e+00,-4.926841384685508585e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569951812215393e+00,-4.926817427983687936e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569967483240315e+00,-4.926803846549231980e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569967483240315e+00,-4.926803846549231980e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
2.096569971190135551e+00,-4.926755891142408639e-01,0.000000000000000000e+00,2.182929934779422432e+00,-4.620524930943744057e-01,0.000000000000000000e+00
